confidence,comments,style,texts,p_id,feedback,consent
4: Very Confident. You were very certain about your judgment with no hesitation,,4,"I took my son to the parade in July. We honored the veterans as they rode through parade. As the fireworks detonated, the floats drove past the dealership. We clapped as the trombones passed with all the musicians. The local school put on a performance. Every year, the snow fall begins around the same time.",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,,2,This is an attention check. Please select 'Somewhat Feminine (2)' and '4: Very Confident. You were very certain about your judgment with no hesitation',667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,,1,"When in the woods, I saw such gigantic spider webs I needed to keep walking! There was this giant spider that was so nasty and plump, and it was sitting on a leaf. Although I was scared, I was still curious as to how a web that big was made from that type of small spider. After examining the web, I walked out of the woods, and started walking towards my route home, where I was waiting for the subway. On the way into the station, I saw this unique art show display, which was a very cool pyramid-like creation.",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5,"I dedicate my life to supporting other people as they create their ideal lives and accomplish their objectives. Clearly I practice what I teach, therefore each new perspective I add to my information base rewards us all. Hence I set myself the job of discovering what the Bible can provide to individuals who genuinely want to locate a life-journey that is content, wealthy and fulfilling.",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3,"These things have I written unto u that believe on the name of the Son of God; THAT YOU MAY KNOW THAT YOU HAVE ;ETERNAL LIFE (GOD KIND OF LIFE), and ;that you may believe on the name of ;the Son of God (1John 5:13). ;If u are born again, u now have eternal life (the same life that God has). Your life is different from the life people who;are not born again have. U are a heavenly man/woman.",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4,"Each parent aims to bring up a child that's loving, providing, self-confident, happy, and a part of a carefully knit household. Parenting is a organic approach and much more often than not it is not guides, counselors, or medical doctors that may manual you however it is your in born intuition and bonds with the kid.",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,,2,"Blog writing is a very good way of expression of our inner feelings. it redresses our mental activities.So, find it very useful exercise, especially when there is no work and boring ... ;But, the problem arises when we start writing...what to write, how to write, how to start..what should be the title..The matter etc, etc,?????? ;There is a vast field of topics viz..love, friends, family , Sex, sexy, beautiful so on and so...",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2,I am a working journalist living in NYC. I joined news paper so that I can network with people and give myself more exposure with the fashion world. Please get in touch if your interested in working with me,667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,,5,"To consistently build a fortune in life, you need to in one way or additional be adding value towards life of anyone. You must be providing approaches to the problems simply being faced by most people. Without adding price or solving people's problems you can't create wealth.",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,,4,"It is those who cnt swim that are quick to tell u how u r gna drown.i cn make a better person out of myslf i dnt need ur negative input our frndshp myt aswel end here.im mvng on wt positive mindd people. iRepeat# Never have anything in your life that you cant get rid of in ten seconds flat, in the event that it threatens your current state.",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,,3,This is an attention check. Please select 'Neutral (3)' and '4: Very Confident. You were very certain about your judgment with no hesitation',667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,,4,"Persuading someone to take action only through words is something that not everybody can achieve. But on the other hand, if you know the rules of successful ad copywriting, you'd know that when you use the right words and present your copy effectively, you can easily persuade your prospect to buy what you're selling.",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
4: Very Confident. You were very certain about your judgment with no hesitation,,5,"Have you been looking to get started a bathroom remodeling job shortly? If that's so, do you have all the things which you will require? In regards to toilet remodeling or perhaps about any other house enhancement venture, numerous men and women instantly think of the components that will be made use of.",667196e97423e7565c192fb8,Good survey. Straightforward. ,I agree
